player 1,player 2,games played,win count,lose count,winrate
RagnarLothbrok138,outstanding,27,7,20,0.25925925925925924
RedRafe,outstanding,24,6,18,0.25
massiveblue,outstanding,32,8,24,0.25
CognitiveFun,POzilGeR,20,5,15,0.25
dog80,justbob333,20,5,15,0.25
itsmarkytime,neuro666,20,5,15,0.25
99Names,CognitiveFun,25,6,19,0.24
DOgupus,neuro666,21,5,16,0.23809523809523808
JuanMore,MartinMaxKing,21,5,16,0.23809523809523808
Friendly_Fire,qkratxa,21,5,16,0.23809523809523808
JuanMore,RuneBoggler,30,7,23,0.23333333333333334
jumbobillybob,outstanding,35,8,27,0.22857142857142856
Gamingguy63,PaveV,22,5,17,0.22727272727272727
califerbopbop,hoponassu,22,5,17,0.22727272727272727
aparisi,outstanding,27,6,21,0.2222222222222222
Clutch331,RuneBoggler,27,6,21,0.2222222222222222
CognitiveFun,EPO666,23,5,18,0.21739130434782608
RuneBoggler,TODY12321,23,5,18,0.21739130434782608
Friendly_Fire,califerbopbop,23,5,18,0.21739130434782608
jasongros619,outstanding,42,9,33,0.21428571428571427
JuanMore,outstanding,47,10,37,0.2127659574468085
BAnana2023,massiveblue,24,5,19,0.20833333333333334
Gamingguy63,califerbopbop,34,7,27,0.20588235294117646
Gamingguy63,RagnarLothbrok138,20,4,16,0.2
DOgupus,thesoldier57,20,4,16,0.2
mipmop,outstanding,20,4,16,0.2
